127.0.0.1 - - [14/Jul/2024:22:38:18 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:04:59 +0530] "GET /04-petShop-jsp/images/s-img-6.jpg HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:04:59 +0530] "GET /04-petShop-jsp/images/s-5.png HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:04:59 +0530] "GET /04-petShop-jsp/images/s-6.png HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:04:59 +0530] "GET /04-petShop-jsp/images/p-1.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:04:59 +0530] "GET /04-petShop-jsp/images/p-2.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:04:59 +0530] "GET /04-petShop-jsp/images/p-5.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:04:59 +0530] "GET /04-petShop-jsp/images/p-4.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:04:59 +0530] "GET /04-petShop-jsp/images/p-3.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:04:59 +0530] "GET /04-petShop-jsp/images/p-6.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:04:59 +0530] "GET /04-petShop-jsp/images/g-2.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:04:59 +0530] "GET /04-petShop-jsp/images/g-5.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:04:59 +0530] "GET /04-petShop-jsp/images/g-3.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:04:59 +0530] "GET /04-petShop-jsp/images/g-1.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:04:59 +0530] "GET /04-petShop-jsp/images/g-4.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:04:59 +0530] "GET /04-petShop-jsp/images/g-6.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:04:59 +0530] "GET /04-petShop-jsp/images/g-7.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:04:59 +0530] "GET /04-petShop-jsp/images/g-9.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:04:59 +0530] "GET /04-petShop-jsp/images/g-8.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:04:59 +0530] "GET /04-petShop-jsp/images/suyash_pic.jpg HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:04:59 +0530] "GET /04-petShop-jsp/images/yashraaj_pic.jfif HTTP/1.1" 404 798
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:04:59 +0530] "GET /04-petShop-jsp/images/yash_pic.jpeg HTTP/1.1" 404 794
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/petshop.jsp HTTP/1.1" 200 19828
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/home-img.png HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/s-img-1.jpg HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/s-img-2.jpg HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/script.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/s-2.png HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/s-1.png HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/s-img-3.jpg HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/s-3.png HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/s-img-4.jpg HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/s-img-5.jpg HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/s-4.png HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/s-5.png HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/s-6.png HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/s-img-6.jpg HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/p-1.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/p-2.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/p-4.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/p-5.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/p-3.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/p-6.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/g-1.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/g-2.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/g-8.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/g-3.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/g-6.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/g-7.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/g-4.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/g-5.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/yashraaj_pic.jfif HTTP/1.1" 404 798
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/suyash_pic.jpg HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/yash_pic.jpeg HTTP/1.1" 404 794
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:05:36 +0530] "GET /04-petShop-jsp/images/g-9.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/petshop.jsp HTTP/1.1" 200 19847
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/s-img-1.jpg HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/home-img.png HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/s-1.png HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/s-img-2.jpg HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/script.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/s-2.png HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/s-img-3.jpg HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/s-3.png HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/s-4.png HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/s-img-4.jpg HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/s-img-5.jpg HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/s-img-6.jpg HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/s-5.png HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/s-6.png HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/p-1.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/p-2.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/p-3.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/p-6.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/p-5.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/p-4.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/g-1.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/g-3.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/g-2.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/g-4.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/g-7.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/g-8.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/g-5.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/g-6.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/g-9.jpg HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/suyash_pic.jpg HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/yash_pic.jpeg HTTP/1.1" 404 794
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:06:17 +0530] "GET /04-petShop-jsp/images/yashraaj_pic.jfif HTTP/1.1" 404 798
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:07:16 +0530] "GET /04-petShop-jsp/petshop.jsp HTTP/1.1" 200 1035
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:07:22 +0530] "GET /04-petShop-jsp/petshop.jsp HTTP/1.1" 200 1035
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:07:43 +0530] "GET /04-petShop-jsp/petshop.jsp HTTP/1.1" 200 128
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:08:00 +0530] "GET /04-petShop-jsp/petshop.jsp HTTP/1.1" 200 3789
0:0:0:0:0:0:0:1 - - [14/Jul/2024:23:21:14 +0530] "GET /04-petShop-jsp/petshop.jsp HTTP/1.1" 200 3786
